Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,9,Melandri Laura,-,-,-,2,2,2,-,-,3,-,1,9,2,-,-,-,-,-,10 ,-,-,3,0.30 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,10,Malual Adhuoljok John Majak,-,-,-,3,3,*,-,-,6,3,-2,6,2,1,-,-,-,-,15 ,3 ,3,5,0.33 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,11,De Bortoli Chiara,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,23,1,1 ,0.48 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,12,Braga Ellen Vilas Boas,-,-,-,1,1,1,-,-,7,2,-1,6,-,-,20,2,1 ,0.10 ,23 ,5 ,1,7,0.30 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,14,Dimitrova Emiliya,-,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,16,Mangani Linda,-,-,-,*,*,3,-,-,4,4,2,3,1,1,1,-,-,-,8 ,-,1,3,0.38 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3004,23/10/2022 ,17:00,1046 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,18,Sartori Benedetta Maria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,1,Alhassan Rhamat,-,-,-,2,6,2,2,2,10,3,8,12,2,-,-,-,-,-,14 ,-,-,8,0.57 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,2,Sylves Amandha,-,-,-,-,-,-,*,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,3,Cambi Carlotta,-,C,-,3,1,3,3,3,3,2,2,17,-,1,-,-,-,-,6 ,-,1,1,0.17 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,4,Herbots Britt,-,-,-,4,2,4,4,4,20,9,5,20,3,4,31,3,1 ,0.39 ,41 ,6 ,3,13,0.32 ,-,3 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,5,Lotti Silvia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,6,Guiducci Gaia,-,-,-,-,-,-,-,*,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,7,Van Gestel Celine,-,-,-,1,5,1,1,1,6,2,-1,12,-,-,17,3,1 ,0.35 ,18 ,2 ,2,6,0.33 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,9,Panetoni Sara,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,25,3,1 ,0.52 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,10,Knollema Jolien,-,-,-,-,-,-,*,*,4,1,2,2,1,-,5,-,1 ,0.40 ,6 ,-,1,2,0.33 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,11,Adelusi Anna,-,-,-,-,*,-,-,-,-,-,-,2,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,13,Graziani Emma,-,-,-,5,3,5,5,5,6,4,2,13,4,-,1,-,-,-,10 ,-,-,3,0.30 ,-,3 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,15,Nwakalor Sylvia,-,-,-,6,4,6,6,6,20,10,1,15,3,1,1,1,-,-,38 ,6 ,9,13,0.34 ,-,6 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,17,Lapini Bianca,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,C,Il Bisonte Firenze,Firenze,18,Kosareva Dayana,-,-,-,-,*,-,-,*,1,-,1,3,-,-,4,-,1 ,0.25 ,5 ,-,-,1,0.20 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,1,Battista Valeria,-,-,-,-,*,*,*,*,1,1,-,6,1,1,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,2,Degradi Alice,-,-,-,4,1,1,*,-,6,2,-3,8,3,-,14,1,1 ,0.43 ,21 ,1 ,4,6,0.29 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,5,Monza Sofia,-,-,-,3,3,3,3,3,4,3,4,17,-,1,-,-,-,-,2 ,-,-,2,1.00 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,7,Montibeller Rosamaria,-,-,-,6,6,6,6,6,21,8,8,15,1,1,1,1,-,-,45 ,3 ,8,19,0.42 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,8,Lualdi Giuditta,-,-,-,5,5,5,5,-,10,6,2,11,5,-,-,-,-,-,9 ,-,3,3,0.33 ,-,7 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,10,Stigrot Lena,-,-,-,*,*,*,1,1,2,1,-2,5,-,-,13,1,0 ,0.23 ,10 ,2 ,1,1,0.10 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,12,Colombo Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,13,Olivotto Rossella,-,C,-,-,-,-,*,5,1,-,-,2,-,-,1,1,-,-,1 ,-,-,1,1.00 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,14,Zannoni Giorgia,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,23,3,1 ,0.13 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,15,Omoruyi Loveth Oghosasere,-,-,-,1,4,4,4,4,16,8,9,17,-,1,34,1,1 ,0.24 ,38 ,5 ,1,13,0.34 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,16,Zakchaiou Katerina,-,-,-,2,2,2,2,2,9,2,5,15,2,-,-,-,-,-,12 ,2 ,-,5,0.42 ,-,4 ,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,17,Bressan Chiara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3005,23/10/2022 ,17:00,580 ,-,O,E-Work Busto Arsizio,Busto Arsizio,23,Lloyd Carli,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,1,Piani Vittoria,-,-,-,3,6,6,2,2,17,7,5,20,3,1,-,-,-,-,46 ,4 ,5,15,0.33 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,4,Carraro Giulia,-,-,-,6,3,3,5,5,6,4,5,16,1,2,-,-,-,-,4 ,-,-,4,1.00 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,6,D'Odorico Sofia,-,-,-,4,1,1,3,3,9,3,-5,19,6,-,28,3,1 ,0.71 ,35 ,2 ,3,9,0.26 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,7,Sirressi Imma,L,-,-,*,*,*,*,*,-,-,-,-,-,-,17,-,1 ,0.59 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,8,Aleksic Maja,-,-,-,5,2,2,4,4,13,5,12,21,-,1,-,-,-,-,13 ,-,1,10,0.77 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,9,Papa Valeria,-,-,-,-,*,-,-,-,4,2,3,1,-,-,4,-,1 ,0.25 ,8 ,1 ,-,3,0.38 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,10,Martinelli Melissa,-,-,-,-,*,*,*,-,1,1,1,6,-,1,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,11,Mancini Giulia,-,-,-,2,5,5,1,1,9,4,7,10,1,-,-,-,-,-,7 ,1 ,-,5,0.71 ,-,4 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,13,Barbero Emma,-,-,-,*,-,*,*,-,-,-,-1,-,-,-,6,1,1 ,0.50 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,14,Berti Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,15,Kosheleva Tatiana,-,C,-,1,4,4,6,6,17,7,7,14,1,-,31,7,1 ,0.39 ,32 ,-,2,14,0.44 ,-,3 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,C,Megabox Ond. Savio Vallefoglia,Vallefoglia,19,Lutz Merete Suzanne,-,-,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,1,Kuznetsova Sofya,-,-,-,2,3,1,1,1,27,10,13,20,5,2,38,3,1 ,0.39 ,51 ,3 ,3,24,0.47 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,3,Drews Danielle,-,-,-,5,6,4,4,4,23,9,19,25,-,4,35,2,1 ,0.57 ,41 ,1 ,1,19,0.46 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,4,Klein Lankhorst Kim,-,-,-,*,*,*,*,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,6,Cecconello Agnese,-,-,-,3,4,2,2,2,10,6,5,18,4,1,-,-,-,-,10 ,1 ,-,6,0.60 ,-,3 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,7,Caravello Lara,L,-,-,*,*,*,*,*,-,-,-,-,-,-,21,-,1 ,0.76 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,8,Basso Camilla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,12,Magazza Francesca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,13,Signorile Noemi,-,C,-,1,2,6,6,6,1,1,-3,16,2,-,-,-,-,-,2 ,2 ,-,-,-,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,16,Caruso Sara,-,-,-,6,1,5,5,5,6,4,2,7,3,-,1,1,-,-,9 ,-,-,2,0.22 ,-,4 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,18,Diop Binto,-,-,-,4,5,3,3,3,13,2,-2,14,4,-,-,-,-,-,39 ,4 ,7,11,0.28 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3006,23/10/2022 ,17:00,404 ,-,O,Cuneo Granda S.Bernardo,Cuneo,20,Gay Alice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,2,Provaroni Claudia,-,-,-,-,*,*,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,4,Avenia Giorgia,-,-,-,6,6,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,5,Polder Tessa,-,-,-,5,5,3,-,-,7,3,5,6,-,-,1,-,1 ,-,16 ,-,2,6,0.38 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,6,Rumori Chiara,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,7,Samedy Stephanie,-,-,-,3,3,1,-,-,7,1,5,9,1,-,1,-,1 ,-,27 ,1 ,-,7,0.26 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,8,Gardini Beatrice,-,-,-,-,-,2,-,-,2,1,-3,3,-,1,8,4,1 ,0.50 ,3 ,1 ,-,1,0.33 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,10,Armini Martina,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,13,1,1 ,0.54 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,11,Bartolini Benedetta,-,-,-,-,-,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,12,Guerra Anastasia,-,C,-,4,4,-,-,-,10,6,2,6,1,1,14,3,1 ,0.50 ,20 ,3 ,1,8,0.40 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,13,Galic Anamarija,-,-,-,*,-,-,-,-,-,-,-2,-,-,-,1,1,-,-,2 ,1 ,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,16,Dilfer Victoria,-,-,-,*,*,4,-,-,3,3,3,9,-,3,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,17,Nwakalor Linda,-,-,-,2,2,6,-,-,9,1,6,12,1,-,1,-,-,-,12 ,1 ,1,6,0.50 ,-,3 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,C,Bartoccini-Fortinfissi Perugia,Perugia,18,Lazic Alexandra,-,-,-,1,1,5,-,-,8,2,-3,9,2,-,27,3,0 ,0.30 ,24 ,4 ,2,8,0.33 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,1,Sorokaite Indre,-,-,-,2,1,5,-,-,12,5,8,14,-,1,14,-,1 ,0.36 ,25 ,3 ,1,9,0.36 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,2,Alberti Sara,-,-,-,3,2,6,-,-,5,3,4,13,1,1,2,-,1 ,0.50 ,13 ,-,-,4,0.31 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,3,Belien Yvon,-,-,-,6,5,3,-,-,5,3,4,8,-,-,-,-,-,-,11 ,-,1,5,0.45 ,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,5,Malinov Ofelia,-,C,-,*,*,*,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,6,Gamba Nicole,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,7,Pietrini Elena,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,9,Mingardi Camilla,-,-,-,*,*,*,-,-,5,-,2,8,2,-,-,-,-,-,10 ,-,1,4,0.40 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,11,Shcherban Yana,-,-,-,5,4,2,-,-,7,2,2,10,-,-,27,4,0 ,0.30 ,24 ,1 ,-,6,0.25 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,12,Angeloni Veronica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,13,Guidi Ludovica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,17,Antropova Ekaterina,-,-,-,4,3,1,-,-,21,12,14,15,3,5,-,-,-,-,27 ,2 ,2,14,0.52 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,28,Castillo Brenda,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,15,3,1 ,0.33 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,1,-,3007,23/10/2022 ,17:00,550 ,-,O,Savino Del Bene Scandicci,Scandicci,77,Di Iulio Isabella,-,-,-,1,6,4,-,-,-,-,-1,5,1,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,1,Sorokaite Indre,-,-,-,2,-,2,-,-,4,1,-,8,-,1,13,2,0 ,0.15 ,7 ,2 ,-,2,0.29 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,2,Alberti Sara,-,-,-,3,2,3,-,-,4,3,1,18,2,2,1,-,1 ,-,4 ,-,1,-,-,-,2 ,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,3,Belien Yvon,-,-,-,6,5,6,-,-,8,7,5,7,-,-,-,-,-,-,14 ,2 ,1,7,0.50 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,5,Malinov Ofelia,-,C,-,*,6,1,-,-,4,2,4,4,-,-,-,-,-,-,2 ,-,-,2,1.00 ,-,2 ,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,6,Gamba Nicole,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,7,Pietrini Elena,-,-,-,-,1,5,-,-,11,5,7,9,3,1,14,-,1 ,0.43 ,17 ,1 ,-,10,0.59 ,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,9,Mingardi Camilla,-,-,-,*,*,-,-,-,3,1,3,1,-,-,-,-,-,-,9 ,-,-,3,0.33 ,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,11,Shcherban Yana,-,-,-,5,4,-,-,-,4,3,4,7,-,-,5,-,1 ,-,6 ,-,-,3,0.50 ,-,1 ,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,12,Angeloni Veronica,-,-,-,-,-,*,-,-,1,-,-,-,-,-,1,-,-,-,3 ,-,1,1,0.33 ,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,13,Guidi Ludovica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,15,Washington Haleigh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,17,Antropova Ekaterina,-,-,-,4,3,4,-,-,17,9,9,14,4,3,-,-,-,-,23 ,4 ,-,11,0.48 ,-,3 ,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,28,Castillo Brenda,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,10,1,1 ,0.80 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,C,Savino Del Bene Scandicci,Scandicci,77,Di Iulio Isabella,-,-,-,1,*,-,-,-,-,-,-1,5,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,1st,2,-,3008,26/10/2022 ,20:30,700 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,1,Piani Vittoria,-,-,-,5,2,2,-,-,10,3,4,6,1,-,-,-,-,-,22 ,3 ,2,9,0.41 ,-,1 ,,
