Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,1,Ceasar Tara,-,-,-,-,-,*,-,-,-,-,-,-,-,-,4,-,1 ,-,1 ,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,2,Bracchi Martina,-,-,-,-,*,-,-,-,2,-,-,1,-,-,-,-,-,-,5 ,1 ,1,2,40%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,4,Piva Rebecca,-,-,-,1,1,3,-,-,3,1,-5,10,-,1,15,1,1 ,40%,19 ,3 ,4,1,5%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,8,Lualdi Giuditta,-,C,-,5,5,1,-,-,5,1,2,5,1,1,1,1,-,-,8 ,-,1,4,50%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,10,Sartori Benedetta Maria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,11,Carletti Federica,-,-,-,4,4,6,-,-,3,2,1,7,-,1,18,1,0 ,17%,11 ,-,1,2,18%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,12,Frosini Giorgia,-,-,-,3,3,5,-,-,6,1,-2,6,1,-,-,-,-,-,27 ,5 ,2,6,22%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,13,Giuliani Dominika,-,-,-,-,*,-,-,-,-,-,-1,1,-,-,1,-,-,-,2 ,-,1,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,14,Zannoni Giorgia,L,-,-,*,*,*,-,-,-,-,-6,-,-,-,30,6,1 ,40%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,15,Sobolska Dominika,-,-,-,2,2,4,-,-,11,2,9,6,2,-,-,-,-,-,14 ,-,-,8,57%,-,3 ,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,16,Valkova Katerina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3003,8/10/2023 ,17:00,4.834 ,-,O,Uyba Volley Busto Arsizio,Uyba Busto Arsizio,19,Boldini Jennifer,-,-,-,6,6,2,-,-,3,3,3,8,-,2,-,-,-,-,2 ,-,-,1,50%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,1,Provaroni Claudia,-,-,-,-,*,*,*,*,-,-,-,-,-,-,9,-,1 ,22%,1 ,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,2,Degradi Alice,-,-,-,3,4,3,1,1,20,7,8,14,4,1,28,4,1 ,14%,46 ,3 ,1,17,37%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,5,Passaro Viola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,6,Cecconello Agnese,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,7,Panetoni Sara,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,13,1,1 ,8%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,8,Aleksic Maja,-,-,-,4,5,4,2,5,9,6,2,14,-,-,1,-,1 ,-,21 ,4 ,3,6,29%,-,3 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,9,Mingardi Camilla,-,-,-,5,6,5,3,3,21,5,7,18,3,1,-,-,-,-,69 ,7 ,4,20,29%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,10,Grosse Scharmann Lena,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,11,Mancini Giulia,-,-,-,1,2,1,5,2,5,3,1,23,2,1,2,-,1 ,-,10 ,2 ,-,1,10%,-,3 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,12,Giovannini Gaia,-,-,-,*,*,*,4,4,8,5,6,6,-,-,16,1,1 ,6%,18 ,1 ,-,7,39%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,14,Dijkema Laura,-,-,-,2,3,2,6,6,3,1,-1,15,2,-,-,-,-,-,4 ,1 ,1,2,50%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,15,Kosheleva Tatiana,-,C,-,6,1,6,*,*,13,6,5,11,1,1,26,2,1 ,-,26 ,2 ,3,9,35%,-,3 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,16,Gardini Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,18,Borelli Ester,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,1,Bici Erblira,-,-,-,3,3,3,3,3,22,10,12,18,3,1,1,-,1 ,-,54 ,3 ,4,19,35%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,3,Bechis Marta,-,C,-,6,6,6,6,6,2,-,-,12,2,-,-,-,-,-,1 ,-,-,1,100%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,4,Rivero Jessica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,5,Ciarrocchi Michela,-,-,-,2,2,2,2,2,5,3,2,22,2,-,2,-,1 ,100%,10 ,-,1,3,30%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,6,Plak Celeste,-,-,-,4,4,4,4,4,21,12,3,22,2,-,32,7,0 ,6%,57 ,3 ,6,20,35%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,7,Ferrara Martina,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,21,1,1 ,14%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,8,Rucli Michela,-,-,-,5,5,5,5,5,8,4,6,12,1,3,-,-,-,-,10 ,-,1,3,30%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,9,Valoppi Sofia,-,-,-,*,*,*,*,*,-,-,-1,3,-,-,5,1,1 ,20%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,11,Silva Correa Ana Beatriz,-,-,-,*,*,*,*,*,3,1,-1,5,1,-,-,-,-,-,6 ,2 ,1,1,17%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,13,Melli Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,16,Schwan Courtney Rose,-,-,-,1,1,1,1,1,12,7,9,12,-,1,28,2,1 ,21%,31 ,1 ,-,9,29%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3006,8/10/2023 ,17:00,842 ,-,O,Aeroitalia Smi Roma,Roma Volley Club,19,Muzi Margherita,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,1,Sorokaite Indre,-,-,-,2,3,2,3,3,8,2,-3,20,3,2,34,3,1 ,56%,24 ,4 ,1,6,25%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,2,Cosi Francesca,-,-,-,*,*,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,3,Cambi Carlotta,-,C,-,1,2,1,2,2,6,3,-1,18,4,-,-,-,-,-,10 ,3 ,-,5,50%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,4,Di Mario Giada,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,5,Polder Tessa,-,-,-,6,1,6,1,1,9,3,7,7,1,-,-,-,-,-,12 ,1 ,-,7,58%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,6,D'Odorico Sofia,-,-,-,5,-,-,-,-,1,-,-1,1,-,-,5,1,0 ,-,10 ,1 ,-,1,10%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,8,Bussoli Silvia,-,-,-,*,-,*,*,*,-,-,-,3,-,-,1,-,1 ,-,3 ,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,9,Rostagno Matilde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,10,Moro Ilenia,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,21,1,1 ,71%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,11,Storck Maja,-,-,-,4,5,4,5,5,28,8,19,15,1,1,-,-,-,-,47 ,5 ,3,25,53%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,12,Camera Letizia,-,-,-,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,13,Németh Anett,-,-,-,-,-,-,*,*,4,1,4,-,-,-,-,-,-,-,4 ,-,-,4,100%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,18,Akrari Yasmina,-,-,-,3,4,3,4,4,15,5,10,19,3,3,-,-,-,-,16 ,1 ,1,9,56%,-,3 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,C,Wash4green Pinerolo,Pallavolo Pinerolo,19,Ungureanu Adelina,-,-,-,*,6,5,6,6,13,7,2,19,2,4,37,-,1 ,49%,27 ,6 ,3,7,26%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,2,Scola Francesca,-,-,-,-,*,-,*,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,4,Thior Saly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,5,Tanase Alice,-,-,-,-,-,*,1,1,6,2,3,7,1,-,7,2,1 ,43%,8 ,-,-,6,75%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,6,Ferrario Federica,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,7,Sylves Amandha,-,-,-,2,2,2,5,5,11,5,9,16,-,1,-,-,-,-,13 ,1 ,1,6,46%,-,4 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,8,Stigrot Lena,-,-,-,-,*,4,*,-,4,-,3,4,-,-,6,-,1 ,-,10 ,1 ,-,4,40%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,9,Adelusi Anna,-,-,-,3,3,3,6,6,15,5,4,13,2,-,2,1,1 ,-,37 ,6 ,2,14,38%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,10,Kubik Madison,-,-,-,4,4,*,*,*,6,4,-2,8,-,-,23,4,0 ,22%,18 ,2 ,2,5,28%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,12,Enweonwu Terry Ruth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,13,Signorile Noemi,-,C,-,6,6,6,3,3,-,-,-1,25,-,-,1,1,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,14,Hall Anna,-,-,-,5,5,5,2,2,14,3,12,19,2,-,-,-,-,-,17 ,-,-,13,76%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,15,Scognamillo Serena,L,-,-,*,*,*,*,*,-,-,-6,-,-,-,29,6,1 ,45%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,17,Haak Anna,-,-,-,1,1,1,4,4,14,5,2,10,1,-,22,3,0 ,23%,31 ,3 ,5,13,42%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3007,8/10/2023 ,17:00,1.350 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,21,Molinaro Beatrice,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,3,Rolando Elena,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,4,Morello Rachele,-,-,-,*,*,*,-,-,1,1,1,3,-,1,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,5,Spirito Ilaria,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,16,1,1 ,31%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,6,Skinner Avery,-,-,-,1,4,4,-,-,14,7,6,12,-,1,22,6,1 ,18%,27 ,1 ,1,13,48%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,7,Papa Valeria,-,-,-,-,*,-,-,-,-,-,-1,2,-,-,7,-,0 ,14%,3 ,1 ,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,8,Grobelna Kaja,-,C,-,3,6,6,-,-,9,1,3,7,2,-,-,-,-,-,31 ,4 ,-,9,29%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,9,Kingdon Rishel Madison,-,-,-,4,1,1,-,-,3,-,-3,7,2,-,24,2,1 ,33%,7 ,2 ,-,3,43%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,11,Anthouli Martha Evdokia,-,-,-,*,*,*,-,-,6,3,6,-,-,-,-,-,-,-,9 ,-,-,4,44%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,12,Gray Anna,-,-,-,2,5,5,-,-,9,6,6,6,1,-,-,-,-,-,10 ,1 ,1,3,30%,-,6 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,14,Kone Fatim Yassimina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,15,Omoruyi Loveth Oghosasere,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,16,Zakchaiou Katerina,-,-,-,-,*,*,-,-,2,-,2,1,-,-,-,-,-,-,2 ,-,-,2,100%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,17,Weitzel Camilla,-,-,-,5,2,2,-,-,7,2,3,18,1,1,1,1,-,-,10 ,1 ,1,4,40%,-,2 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,23,Malinov Ofelia,-,-,-,6,3,3,-,-,2,2,1,17,-,1,-,-,-,-,3 ,1 ,-,-,-,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,1,Szakmary Greta,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,3,Guidi Ludovica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,4,Bosio Francesca,-,-,-,4,5,4,-,-,2,2,1,19,1,1,-,-,-,-,-,-,-,-,-,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,5,Bartolucci Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,6,De Nardi Giulia,-,-,-,*,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,7,Buijs Anne,-,-,-,2,3,2,-,-,10,3,2,12,1,1,19,2,1 ,16%,24 ,2 ,3,9,38%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,8,Fersino Eleonora,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,16,1,1 ,25%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,9,Bosetti Caterina,-,-,-,5,6,5,-,-,10,3,2,10,1,-,30,2,1 ,27%,27 ,2 ,3,10,37%,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,10,Chirichella Cristina,-,C,-,3,4,3,-,-,10,5,7,12,2,1,-,-,-,-,18 ,-,1,8,44%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,11,Danesi Anna,-,-,-,6,1,6,-,-,7,3,5,11,2,-,-,-,-,-,9 ,-,-,6,67%,-,1 ,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,13,Bonifacio Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,14,Durul Melis,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,20,Del Freo Aurora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,1st,1,-,3004,8/10/2023 ,21:00,1.508 ,-,O,Igor Gorgonzola Novara,Igor Novara,21,Akimova Vita,-,-,-,1,2,1,-,-,21,10,11,16,3,1,-,-,-,-,45 ,3 ,4,20,44%,-,-,,
2023/2024,A1,Regular_Season,1st,2,-,3012,14/10/2023 ,18:30,1.301 ,-,C,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,2,Scola Francesca,-,-,-,*,*,-,-,-,1,-,-,2,1,-,-,-,-,-,1 ,-,-,1,100%,-,-,,
